Site,Date,Month,Transect,healthy,sick,count,prev,trans,diseased,species
Shaw House,8/20/14,August,1,1,2,3,66.66666667,44,1,evas
Strathmann House,7/5/14,July,1,5,1,6,16.66666667,51,1,evas
Strathmann House,8/18/14,August,1,0,1,1,100,55,1,evas
Bell Island,5/8/14,May,1,25,0,25,0,1,0,hen
Bell Island,5/8/14,May,1,25,0,25,0,1,0,hen
Bell Island,5/8/14,May,1,25,0,25,0,1,0,hen
Bell Island,5/8/14,May,1,25,0,25,0,1,0,hen
Bell Island,5/8/14,May,1,25,0,25,0,1,0,hen
Bell Island,5/8/14,May,1,25,0,25,0,1,0,hen
Bell Island,5/8/14,May,1,25,0,25,0,1,0,hen
Bell Island,5/8/14,May,1,25,0,25,0,1,0,hen
Bell Island,5/8/14,May,1,25,0,25,0,1,0,hen
Bell Island,5/8/14,May,1,25,0,25,0,1,0,hen
Bell Island,5/8/14,May,1,25,0,25,0,1,0,hen
Bell Island,5/8/14,May,1,25,0,25,0,1,0,hen
Bell Island,5/8/14,May,1,25,0,25,0,1,0,hen
Bell Island,5/8/14,May,1,25,0,25,0,1,0,hen
Bell Island,5/8/14,May,1,25,0,25,0,1,0,hen
Bell Island,5/8/14,May,1,25,0,25,0,1,0,hen
Bell Island,5/8/14,May,1,25,0,25,0,1,0,hen
Bell Island,5/8/14,May,1,25,0,25,0,1,0,hen
Bell Island,5/8/14,May,1,25,0,25,0,1,0,hen
Bell Island,5/8/14,May,1,25,0,25,0,1,0,hen
Bell Island,5/8/14,May,1,25,0,25,0,1,0,hen
Bell Island,5/8/14,May,1,25,0,25,0,1,0,hen
Bell Island,5/8/14,May,1,25,0,25,0,1,0,hen
Bell Island,5/8/14,May,1,25,0,25,0,1,0,hen
Bell Island,5/8/14,May,1,25,0,25,0,1,0,hen
Bell Island,5/8/14,May,2,8,0,8,0,2,0,hen
Bell Island,5/8/14,May,2,8,0,8,0,2,0,hen
Bell Island,5/8/14,May,2,8,0,8,0,2,0,hen
Bell Island,5/8/14,May,2,8,0,8,0,2,0,hen
Bell Island,5/8/14,May,2,8,0,8,0,2,0,hen
Bell Island,5/8/14,May,2,8,0,8,0,2,0,hen
Bell Island,5/8/14,May,2,8,0,8,0,2,0,hen
Bell Island,5/8/14,May,2,8,0,8,0,2,0,hen
Bell Island,5/8/14,May,3,12,0,12,0,3,0,hen
Bell Island,5/8/14,May,3,12,0,12,0,3,0,hen
Bell Island,5/8/14,May,3,12,0,12,0,3,0,hen
Bell Island,5/8/14,May,3,12,0,12,0,3,0,hen
Bell Island,5/8/14,May,3,12,0,12,0,3,0,hen
Bell Island,5/8/14,May,3,12,0,12,0,3,0,hen
Bell Island,5/8/14,May,3,12,0,12,0,3,0,hen
Bell Island,5/8/14,May,3,12,0,12,0,3,0,hen
Bell Island,5/8/14,May,3,12,0,12,0,3,0,hen
Bell Island,5/8/14,May,3,12,0,12,0,3,0,hen
Bell Island,5/8/14,May,3,12,0,12,0,3,0,hen
Bell Island,5/8/14,May,3,12,0,12,0,3,0,hen
Bell Island,5/8/14,May,4,6,0,6,0,4,0,hen
Bell Island,5/8/14,May,4,6,0,6,0,4,0,hen
Bell Island,5/8/14,May,4,6,0,6,0,4,0,hen
Bell Island,5/8/14,May,4,6,0,6,0,4,0,hen
Bell Island,5/8/14,May,4,6,0,6,0,4,0,hen
Bell Island,5/8/14,May,4,6,0,6,0,4,0,hen
Bell Island,6/5/14,June,1,28,0,28,0,5,0,hen
Bell Island,6/5/14,June,1,28,0,28,0,5,0,hen
Bell Island,6/5/14,June,1,28,0,28,0,5,0,hen
Bell Island,6/5/14,June,1,28,0,28,0,5,0,hen
Bell Island,6/5/14,June,1,28,0,28,0,5,0,hen
Bell Island,6/5/14,June,1,28,0,28,0,5,0,hen
Bell Island,6/5/14,June,1,28,0,28,0,5,0,hen
Bell Island,6/5/14,June,1,28,0,28,0,5,0,hen
Bell Island,6/5/14,June,1,28,0,28,0,5,0,hen
Bell Island,6/5/14,June,1,28,0,28,0,5,0,hen
Bell Island,6/5/14,June,1,28,0,28,0,5,0,hen
Bell Island,6/5/14,June,1,28,0,28,0,5,0,hen
Bell Island,6/5/14,June,1,28,0,28,0,5,0,hen
Bell Island,6/5/14,June,1,28,0,28,0,5,0,hen
Bell Island,6/5/14,June,1,28,0,28,0,5,0,hen
Bell Island,6/5/14,June,1,28,0,28,0,5,0,hen
Bell Island,6/5/14,June,1,28,0,28,0,5,0,hen
Bell Island,6/5/14,June,1,28,0,28,0,5,0,hen
Bell Island,6/5/14,June,1,28,0,28,0,5,0,hen
Bell Island,6/5/14,June,1,28,0,28,0,5,0,hen
Bell Island,6/5/14,June,1,28,0,28,0,5,0,hen
Bell Island,6/5/14,June,1,28,0,28,0,5,0,hen
Bell Island,6/5/14,June,1,28,0,28,0,5,0,hen
Bell Island,6/5/14,June,1,28,0,28,0,5,0,hen
Bell Island,6/5/14,June,1,28,0,28,0,5,0,hen
Bell Island,6/5/14,June,1,28,0,28,0,5,0,hen
Bell Island,6/5/14,June,1,28,0,28,0,5,0,hen
Bell Island,6/5/14,June,1,28,0,28,0,5,0,hen
Bell Island,6/5/14,June,2,24,0,24,0,6,0,hen
Bell Island,6/5/14,June,2,24,0,24,0,6,0,hen
Bell Island,6/5/14,June,2,24,0,24,0,6,0,hen
Bell Island,6/5/14,June,2,24,0,24,0,6,0,hen
Bell Island,6/5/14,June,2,24,0,24,0,6,0,hen
Bell Island,6/5/14,June,2,24,0,24,0,6,0,hen
Bell Island,6/5/14,June,2,24,0,24,0,6,0,hen
Bell Island,6/5/14,June,2,24,0,24,0,6,0,hen
Bell Island,6/5/14,June,2,24,0,24,0,6,0,hen
Bell Island,6/5/14,June,2,24,0,24,0,6,0,hen
Bell Island,6/5/14,June,2,24,0,24,0,6,0,hen
Bell Island,6/5/14,June,2,24,0,24,0,6,0,hen
Bell Island,6/5/14,June,2,24,0,24,0,6,0,hen
Bell Island,6/5/14,June,2,24,0,24,0,6,0,hen
Bell Island,6/5/14,June,2,24,0,24,0,6,0,hen
Bell Island,6/5/14,June,2,24,0,24,0,6,0,hen
Bell Island,6/5/14,June,2,24,0,24,0,6,0,hen
Bell Island,6/5/14,June,2,24,0,24,0,6,0,hen
Bell Island,6/5/14,June,2,24,0,24,0,6,0,hen
Bell Island,6/5/14,June,2,24,0,24,0,6,0,hen
Bell Island,6/5/14,June,2,24,0,24,0,6,0,hen
Bell Island,6/5/14,June,2,24,0,24,0,6,0,hen
Bell Island,6/5/14,June,2,24,0,24,0,6,0,hen
Bell Island,6/5/14,June,2,24,0,24,0,6,0,hen
Bell Island,6/5/14,June,3,3,0,3,0,7,0,hen
Bell Island,6/5/14,June,3,3,0,3,0,7,0,hen
Bell Island,6/5/14,June,3,3,0,3,0,7,0,hen
Bell Island,7/3/14,July,1,12,1,13,7.692307692,8,0,hen
Bell Island,7/3/14,July,1,12,1,13,7.692307692,8,0,hen
Bell Island,7/3/14,July,1,12,1,13,7.692307692,8,0,hen
Bell Island,7/3/14,July,1,12,1,13,7.692307692,8,0,hen
Bell Island,7/3/14,July,1,12,1,13,7.692307692,8,0,hen
Bell Island,7/3/14,July,1,12,1,13,7.692307692,8,0,hen
Bell Island,7/3/14,July,1,12,1,13,7.692307692,8,0,hen
Bell Island,7/3/14,July,1,12,1,13,7.692307692,8,0,hen
Bell Island,7/3/14,July,1,12,1,13,7.692307692,8,0,hen
Bell Island,7/3/14,July,1,12,1,13,7.692307692,8,0,hen
Bell Island,7/3/14,July,1,12,1,13,7.692307692,8,0,hen
Bell Island,7/3/14,July,1,12,1,13,7.692307692,8,0,hen
Bell Island,7/3/14,July,2,14,0,14,0,9,0,hen
Bell Island,7/3/14,July,2,14,0,14,0,9,0,hen
Bell Island,7/3/14,July,2,14,0,14,0,9,0,hen
Bell Island,7/3/14,July,2,14,0,14,0,9,0,hen
Bell Island,7/3/14,July,2,14,0,14,0,9,0,hen
Bell Island,7/3/14,July,2,14,0,14,0,9,0,hen
Bell Island,7/3/14,July,2,14,0,14,0,9,0,hen
Bell Island,7/3/14,July,2,14,0,14,0,9,0,hen
Bell Island,7/3/14,July,2,14,0,14,0,9,0,hen
Bell Island,7/3/14,July,2,14,0,14,0,9,0,hen
Bell Island,7/3/14,July,2,14,0,14,0,9,0,hen
Bell Island,7/3/14,July,2,14,0,14,0,9,0,hen
Bell Island,7/3/14,July,2,14,0,14,0,9,0,hen
Bell Island,7/3/14,July,2,14,0,14,0,9,0,hen
Bell Island,8/19/14,August,1,6,0,6,0,10,0,hen
Bell Island,8/19/14,August,1,6,0,6,0,10,0,hen
Bell Island,8/19/14,August,1,6,0,6,0,10,0,hen
Bell Island,8/19/14,August,1,6,0,6,0,10,0,hen
Bell Island,8/19/14,August,1,6,0,6,0,10,0,hen
Bell Island,8/19/14,August,1,6,0,6,0,10,0,hen
FHL Dock,5/8/14,May,1,16,0,16,0,12,0,hen
FHL Dock,5/8/14,May,1,16,0,16,0,12,0,hen
FHL Dock,5/8/14,May,1,16,0,16,0,12,0,hen
FHL Dock,5/8/14,May,1,16,0,16,0,12,0,hen
FHL Dock,5/8/14,May,1,16,0,16,0,12,0,hen
FHL Dock,5/8/14,May,1,16,0,16,0,12,0,hen
FHL Dock,5/8/14,May,1,16,0,16,0,12,0,hen
FHL Dock,5/8/14,May,1,16,0,16,0,12,0,hen
FHL Dock,5/8/14,May,1,16,0,16,0,12,0,hen
FHL Dock,5/8/14,May,1,16,0,16,0,12,0,hen
FHL Dock,5/8/14,May,1,16,0,16,0,12,0,hen
FHL Dock,5/8/14,May,1,16,0,16,0,12,0,hen
FHL Dock,5/8/14,May,1,16,0,16,0,12,0,hen
FHL Dock,5/8/14,May,1,16,0,16,0,12,0,hen
FHL Dock,5/8/14,May,1,16,0,16,0,12,0,hen
FHL Dock,5/8/14,May,1,16,0,16,0,12,0,hen
FHL Dock,5/8/14,May,2,1,0,1,0,13,0,hen
FHL Dock,5/8/14,May,3,4,0,4,0,14,0,hen
FHL Dock,5/8/14,May,3,4,0,4,0,14,0,hen
FHL Dock,5/8/14,May,3,4,0,4,0,14,0,hen
FHL Dock,5/8/14,May,3,4,0,4,0,14,0,hen
FHL Dock,6/20/14,June,1,9,1,10,10,15,0,hen
FHL Dock,6/20/14,June,1,9,1,10,10,15,0,hen
FHL Dock,6/20/14,June,1,9,1,10,10,15,0,hen
FHL Dock,6/20/14,June,1,9,1,10,10,15,0,hen
FHL Dock,6/20/14,June,1,9,1,10,10,15,0,hen
FHL Dock,6/20/14,June,1,9,1,10,10,15,0,hen
FHL Dock,6/20/14,June,1,9,1,10,10,15,0,hen
FHL Dock,6/20/14,June,1,9,1,10,10,15,0,hen
FHL Dock,6/20/14,June,1,9,1,10,10,15,0,hen
FHL Dock,7/3/14,July,1,33,0,33,0,16,0,hen
FHL Dock,7/3/14,July,1,33,0,33,0,16,0,hen
FHL Dock,7/3/14,July,1,33,0,33,0,16,0,hen
FHL Dock,7/3/14,July,1,33,0,33,0,16,0,hen
FHL Dock,7/3/14,July,1,33,0,33,0,16,0,hen
FHL Dock,7/3/14,July,1,33,0,33,0,16,0,hen
FHL Dock,7/3/14,July,1,33,0,33,0,16,0,hen
FHL Dock,7/3/14,July,1,33,0,33,0,16,0,hen
FHL Dock,7/3/14,July,1,33,0,33,0,16,0,hen
FHL Dock,7/3/14,July,1,33,0,33,0,16,0,hen
FHL Dock,7/3/14,July,1,33,0,33,0,16,0,hen
FHL Dock,7/3/14,July,1,33,0,33,0,16,0,hen
FHL Dock,7/3/14,July,1,33,0,33,0,16,0,hen
FHL Dock,7/3/14,July,1,33,0,33,0,16,0,hen
FHL Dock,7/3/14,July,1,33,0,33,0,16,0,hen
FHL Dock,7/3/14,July,1,33,0,33,0,16,0,hen
FHL Dock,7/3/14,July,1,33,0,33,0,16,0,hen
FHL Dock,7/3/14,July,1,33,0,33,0,16,0,hen
FHL Dock,7/3/14,July,1,33,0,33,0,16,0,hen
FHL Dock,7/3/14,July,1,33,0,33,0,16,0,hen
FHL Dock,7/3/14,July,1,33,0,33,0,16,0,hen
FHL Dock,7/3/14,July,1,33,0,33,0,16,0,hen
FHL Dock,7/3/14,July,1,33,0,33,0,16,0,hen
FHL Dock,7/3/14,July,1,33,0,33,0,16,0,hen
FHL Dock,7/3/14,July,1,33,0,33,0,16,0,hen
FHL Dock,7/3/14,July,1,33,0,33,0,16,0,hen
FHL Dock,7/3/14,July,1,33,0,33,0,16,0,hen
FHL Dock,7/3/14,July,1,33,0,33,0,16,0,hen
FHL Dock,7/3/14,July,1,33,0,33,0,16,0,hen
FHL Dock,7/3/14,July,1,33,0,33,0,16,0,hen
FHL Dock,7/3/14,July,1,33,0,33,0,16,0,hen
FHL Dock,7/3/14,July,1,33,0,33,0,16,0,hen
FHL Dock,7/3/14,July,1,33,0,33,0,16,0,hen
FHL Dock,8/20/14,August,1,42,1,43,2.325581395,18,0,hen
FHL Dock,8/20/14,August,1,42,1,43,2.325581395,18,0,hen
FHL Dock,8/20/14,August,1,42,1,43,2.325581395,18,0,hen
FHL Dock,8/20/14,August,1,42,1,43,2.325581395,18,0,hen
FHL Dock,8/20/14,August,1,42,1,43,2.325581395,18,0,hen
FHL Dock,8/20/14,August,1,42,1,43,2.325581395,18,0,hen
FHL Dock,8/20/14,August,1,42,1,43,2.325581395,18,0,hen
FHL Dock,8/20/14,August,1,42,1,43,2.325581395,18,0,hen
FHL Dock,8/20/14,August,1,42,1,43,2.325581395,18,0,hen
FHL Dock,8/20/14,August,1,42,1,43,2.325581395,18,0,hen
FHL Dock,8/20/14,August,1,42,1,43,2.325581395,18,0,hen
FHL Dock,8/20/14,August,1,42,1,43,2.325581395,18,0,hen
FHL Dock,8/20/14,August,1,42,1,43,2.325581395,18,0,hen
FHL Dock,8/20/14,August,1,42,1,43,2.325581395,18,0,hen
FHL Dock,8/20/14,August,1,42,1,43,2.325581395,18,0,hen
FHL Dock,8/20/14,August,1,42,1,43,2.325581395,18,0,hen
FHL Dock,8/20/14,August,1,42,1,43,2.325581395,18,0,hen
FHL Dock,8/20/14,August,1,42,1,43,2.325581395,18,0,hen
FHL Dock,8/20/14,August,1,42,1,43,2.325581395,18,0,hen
FHL Dock,8/20/14,August,1,42,1,43,2.325581395,18,0,hen
FHL Dock,8/20/14,August,1,42,1,43,2.325581395,18,0,hen
FHL Dock,8/20/14,August,1,42,1,43,2.325581395,18,0,hen
FHL Dock,8/20/14,August,1,42,1,43,2.325581395,18,0,hen
FHL Dock,8/20/14,August,1,42,1,43,2.325581395,18,0,hen
FHL Dock,8/20/14,August,1,42,1,43,2.325581395,18,0,hen
FHL Dock,8/20/14,August,1,42,1,43,2.325581395,18,0,hen
FHL Dock,8/20/14,August,1,42,1,43,2.325581395,18,0,hen
FHL Dock,8/20/14,August,1,42,1,43,2.325581395,18,0,hen
FHL Dock,8/20/14,August,1,42,1,43,2.325581395,18,0,hen
FHL Dock,8/20/14,August,1,42,1,43,2.325581395,18,0,hen
FHL Dock,8/20/14,August,1,42,1,43,2.325581395,18,0,hen
FHL Dock,8/20/14,August,1,42,1,43,2.325581395,18,0,hen
FHL Dock,8/20/14,August,1,42,1,43,2.325581395,18,0,hen
FHL Dock,8/20/14,August,1,42,1,43,2.325581395,18,0,hen
FHL Dock,8/20/14,August,1,42,1,43,2.325581395,18,0,hen
FHL Dock,8/20/14,August,1,42,1,43,2.325581395,18,0,hen
FHL Dock,8/20/14,August,1,42,1,43,2.325581395,18,0,hen
FHL Dock,8/20/14,August,1,42,1,43,2.325581395,18,0,hen
FHL Dock,8/20/14,August,1,42,1,43,2.325581395,18,0,hen
FHL Dock,8/20/14,August,1,42,1,43,2.325581395,18,0,hen
FHL Dock,8/20/14,August,1,42,1,43,2.325581395,18,0,hen
FHL Dock,8/20/14,August,1,42,1,43,2.325581395,18,0,hen
Reuben Tarte,6/5/14,June,1,19,0,19,0,19,0,hen
Reuben Tarte,6/5/14,June,1,19,0,19,0,19,0,hen
Reuben Tarte,6/5/14,June,1,19,0,19,0,19,0,hen
Reuben Tarte,6/5/14,June,1,19,0,19,0,19,0,hen
Reuben Tarte,6/5/14,June,1,19,0,19,0,19,0,hen
Reuben Tarte,6/5/14,June,1,19,0,19,0,19,0,hen
Reuben Tarte,6/5/14,June,1,19,0,19,0,19,0,hen
Reuben Tarte,6/5/14,June,1,19,0,19,0,19,0,hen
Reuben Tarte,6/5/14,June,1,19,0,19,0,19,0,hen
Reuben Tarte,6/5/14,June,1,19,0,19,0,19,0,hen
Reuben Tarte,6/5/14,June,1,19,0,19,0,19,0,hen
Reuben Tarte,6/5/14,June,1,19,0,19,0,19,0,hen
Reuben Tarte,6/5/14,June,1,19,0,19,0,19,0,hen
Reuben Tarte,6/5/14,June,1,19,0,19,0,19,0,hen
Reuben Tarte,6/5/14,June,1,19,0,19,0,19,0,hen
Reuben Tarte,6/5/14,June,1,19,0,19,0,19,0,hen
Reuben Tarte,6/5/14,June,1,19,0,19,0,19,0,hen
Reuben Tarte,6/5/14,June,1,19,0,19,0,19,0,hen
Reuben Tarte,6/5/14,June,1,19,0,19,0,19,0,hen
Reuben Tarte,6/5/14,June,2,21,0,21,0,20,0,hen
Reuben Tarte,6/5/14,June,2,21,0,21,0,20,0,hen
Reuben Tarte,6/5/14,June,2,21,0,21,0,20,0,hen
Reuben Tarte,6/5/14,June,2,21,0,21,0,20,0,hen
Reuben Tarte,6/5/14,June,2,21,0,21,0,20,0,hen
Reuben Tarte,6/5/14,June,2,21,0,21,0,20,0,hen
Reuben Tarte,6/5/14,June,2,21,0,21,0,20,0,hen
Reuben Tarte,6/5/14,June,2,21,0,21,0,20,0,hen
Reuben Tarte,6/5/14,June,2,21,0,21,0,20,0,hen
Reuben Tarte,6/5/14,June,2,21,0,21,0,20,0,hen
Reuben Tarte,6/5/14,June,2,21,0,21,0,20,0,hen
Reuben Tarte,6/5/14,June,2,21,0,21,0,20,0,hen
Reuben Tarte,6/5/14,June,2,21,0,21,0,20,0,hen
Reuben Tarte,6/5/14,June,2,21,0,21,0,20,0,hen
Reuben Tarte,6/5/14,June,2,21,0,21,0,20,0,hen
Reuben Tarte,6/5/14,June,2,21,0,21,0,20,0,hen
Reuben Tarte,6/5/14,June,2,21,0,21,0,20,0,hen
Reuben Tarte,6/5/14,June,2,21,0,21,0,20,0,hen
Reuben Tarte,6/5/14,June,2,21,0,21,0,20,0,hen
Reuben Tarte,6/5/14,June,2,21,0,21,0,20,0,hen
Reuben Tarte,6/5/14,June,2,21,0,21,0,20,0,hen
Reuben Tarte,6/5/14,June,3,8,0,8,0,21,0,hen
Reuben Tarte,6/5/14,June,3,8,0,8,0,21,0,hen
Reuben Tarte,6/5/14,June,3,8,0,8,0,21,0,hen
Reuben Tarte,6/5/14,June,3,8,0,8,0,21,0,hen
Reuben Tarte,6/5/14,June,3,8,0,8,0,21,0,hen
Reuben Tarte,6/5/14,June,3,8,0,8,0,21,0,hen
Reuben Tarte,6/5/14,June,3,8,0,8,0,21,0,hen
Reuben Tarte,6/5/14,June,3,8,0,8,0,21,0,hen
Reuben Tarte,7/5/14,July,1,6,0,6,0,22,0,hen
Reuben Tarte,7/5/14,July,1,6,0,6,0,22,0,hen
Reuben Tarte,7/5/14,July,1,6,0,6,0,22,0,hen
Reuben Tarte,7/5/14,July,1,6,0,6,0,22,0,hen
Reuben Tarte,7/5/14,July,1,6,0,6,0,22,0,hen
Reuben Tarte,7/5/14,July,1,6,0,6,0,22,0,hen
Reuben Tarte,7/5/14,July,2,12,0,12,0,23,0,hen
Reuben Tarte,7/5/14,July,2,12,0,12,0,23,0,hen
Reuben Tarte,7/5/14,July,2,12,0,12,0,23,0,hen
Reuben Tarte,7/5/14,July,2,12,0,12,0,23,0,hen
Reuben Tarte,7/5/14,July,2,12,0,12,0,23,0,hen
Reuben Tarte,7/5/14,July,2,12,0,12,0,23,0,hen
Reuben Tarte,7/5/14,July,2,12,0,12,0,23,0,hen
Reuben Tarte,7/5/14,July,2,12,0,12,0,23,0,hen
Reuben Tarte,7/5/14,July,2,12,0,12,0,23,0,hen
Reuben Tarte,7/5/14,July,2,12,0,12,0,23,0,hen
Reuben Tarte,7/5/14,July,2,12,0,12,0,23,0,hen
Reuben Tarte,7/5/14,July,2,12,0,12,0,23,0,hen
Reuben Tarte,8/21/14,August,1,21,0,21,0,27,0,hen
Reuben Tarte,8/21/14,August,1,21,0,21,0,27,0,hen
Reuben Tarte,8/21/14,August,1,21,0,21,0,27,0,hen
Reuben Tarte,8/21/14,August,1,21,0,21,0,27,0,hen
Reuben Tarte,8/21/14,August,1,21,0,21,0,27,0,hen
Reuben Tarte,8/21/14,August,1,21,0,21,0,27,0,hen
Reuben Tarte,8/21/14,August,1,21,0,21,0,27,0,hen
Reuben Tarte,8/21/14,August,1,21,0,21,0,27,0,hen
Reuben Tarte,8/21/14,August,1,21,0,21,0,27,0,hen
Reuben Tarte,8/21/14,August,1,21,0,21,0,27,0,hen
Reuben Tarte,8/21/14,August,1,21,0,21,0,27,0,hen
Reuben Tarte,8/21/14,August,1,21,0,21,0,27,0,hen
Reuben Tarte,8/21/14,August,1,21,0,21,0,27,0,hen
Reuben Tarte,8/21/14,August,1,21,0,21,0,27,0,hen
Reuben Tarte,8/21/14,August,1,21,0,21,0,27,0,hen
Reuben Tarte,8/21/14,August,1,21,0,21,0,27,0,hen
Reuben Tarte,8/21/14,August,1,21,0,21,0,27,0,hen
Reuben Tarte,8/21/14,August,1,21,0,21,0,27,0,hen
Reuben Tarte,8/21/14,August,1,21,0,21,0,27,0,hen
Reuben Tarte,8/21/14,August,1,21,0,21,0,27,0,hen
Reuben Tarte,8/21/14,August,1,21,0,21,0,27,0,hen
Reuben Tarte,8/21/14,August,2,13,1,14,7.142857143,28,0,hen
Reuben Tarte,8/21/14,August,2,13,1,14,7.142857143,28,0,hen
Reuben Tarte,8/21/14,August,2,13,1,14,7.142857143,28,0,hen
Reuben Tarte,8/21/14,August,2,13,1,14,7.142857143,28,0,hen
Reuben Tarte,8/21/14,August,2,13,1,14,7.142857143,28,0,hen
Reuben Tarte,8/21/14,August,2,13,1,14,7.142857143,28,0,hen
Reuben Tarte,8/21/14,August,2,13,1,14,7.142857143,28,0,hen
Reuben Tarte,8/21/14,August,2,13,1,14,7.142857143,28,0,hen
Reuben Tarte,8/21/14,August,2,13,1,14,7.142857143,28,0,hen
Reuben Tarte,8/21/14,August,2,13,1,14,7.142857143,28,0,hen
Reuben Tarte,8/21/14,August,2,13,1,14,7.142857143,28,0,hen
Reuben Tarte,8/21/14,August,2,13,1,14,7.142857143,28,0,hen
Reuben Tarte,8/21/14,August,2,13,1,14,7.142857143,28,0,hen
Rosario,5/7/14,May,2,1,0,1,0,30,0,hen
Rosario,5/7/14,May,4,1,0,1,0,32,0,hen
Rosario,6/6/14,June,1,1,0,1,0,33,0,hen
Rosario,6/6/14,June,3,5,0,5,0,35,0,hen
Rosario,6/6/14,June,3,5,0,5,0,35,0,hen
Rosario,6/6/14,June,3,5,0,5,0,35,0,hen
Rosario,6/6/14,June,3,5,0,5,0,35,0,hen
Rosario,6/6/14,June,3,5,0,5,0,35,0,hen
Rosario,7/6/14,July,2,3,0,3,0,37,0,hen
Rosario,7/6/14,July,2,3,0,3,0,37,0,hen
Rosario,7/6/14,July,2,3,0,3,0,37,0,hen
Rosario,7/6/14,July,3,1,0,1,0,38,0,hen
Rosario,8/20/14,August,1,6,0,6,0,39,0,hen
Rosario,8/20/14,August,1,6,0,6,0,39,0,hen
Rosario,8/20/14,August,1,6,0,6,0,39,0,hen
Rosario,8/20/14,August,1,6,0,6,0,39,0,hen
Rosario,8/20/14,August,1,6,0,6,0,39,0,hen
Rosario,8/20/14,August,1,6,0,6,0,39,0,hen
Shaw House,7/6/14,July,1,1,0,1,0,43,0,hen
Shaw House,8/20/14,August,1,1,0,1,0,44,0,hen
Strathmann House,5/7/14,May,1,7,0,7,0,45,0,hen
Strathmann House,5/7/14,May,1,7,0,7,0,45,0,hen
Strathmann House,5/7/14,May,1,7,0,7,0,45,0,hen
Strathmann House,5/7/14,May,1,7,0,7,0,45,0,hen
Strathmann House,5/7/14,May,1,7,0,7,0,45,0,hen
Strathmann House,5/7/14,May,1,7,0,7,0,45,0,hen
Strathmann House,5/7/14,May,1,7,0,7,0,45,0,hen
Strathmann House,5/7/14,May,2,1,0,1,0,46,0,hen
Strathmann House,5/7/14,May,3,8,0,8,0,47,0,hen
Strathmann House,5/7/14,May,3,8,0,8,0,47,0,hen
Strathmann House,5/7/14,May,3,8,0,8,0,47,0,hen
Strathmann House,5/7/14,May,3,8,0,8,0,47,0,hen
Strathmann House,5/7/14,May,3,8,0,8,0,47,0,hen
Strathmann House,5/7/14,May,3,8,0,8,0,47,0,hen
Strathmann House,5/7/14,May,3,8,0,8,0,47,0,hen
Strathmann House,5/7/14,May,3,8,0,8,0,47,0,hen
Strathmann House,5/7/14,May,4,4,0,4,0,48,0,hen
Strathmann House,5/7/14,May,4,4,0,4,0,48,0,hen
Strathmann House,5/7/14,May,4,4,0,4,0,48,0,hen
Strathmann House,5/7/14,May,4,4,0,4,0,48,0,hen
Strathmann House,6/3/14,June,2,4,0,4,0,50,0,hen
Strathmann House,6/3/14,June,2,4,0,4,0,50,0,hen
Strathmann House,6/3/14,June,2,4,0,4,0,50,0,hen
Strathmann House,6/3/14,June,2,4,0,4,0,50,0,hen
Strathmann House,7/5/14,July,1,6,1,7,14.28571429,51,0,hen
Strathmann House,7/5/14,July,1,6,1,7,14.28571429,51,0,hen
Strathmann House,7/5/14,July,1,6,1,7,14.28571429,51,0,hen
Strathmann House,7/5/14,July,1,6,1,7,14.28571429,51,0,hen
Strathmann House,7/5/14,July,1,6,1,7,14.28571429,51,0,hen
Strathmann House,7/5/14,July,1,6,1,7,14.28571429,51,0,hen
Strathmann House,7/5/14,July,2,10,0,10,0,52,0,hen
Strathmann House,7/5/14,July,2,10,0,10,0,52,0,hen
Strathmann House,7/5/14,July,2,10,0,10,0,52,0,hen
Strathmann House,7/5/14,July,2,10,0,10,0,52,0,hen
Strathmann House,7/5/14,July,2,10,0,10,0,52,0,hen
Strathmann House,7/5/14,July,2,10,0,10,0,52,0,hen
Strathmann House,7/5/14,July,2,10,0,10,0,52,0,hen
Strathmann House,7/5/14,July,2,10,0,10,0,52,0,hen
Strathmann House,7/5/14,July,2,10,0,10,0,52,0,hen
Strathmann House,7/5/14,July,2,10,0,10,0,52,0,hen
Strathmann House,8/18/14,August,1,8,0,8,0,55,0,hen
Strathmann House,8/18/14,August,1,8,0,8,0,55,0,hen
Strathmann House,8/18/14,August,1,8,0,8,0,55,0,hen
Strathmann House,8/18/14,August,1,8,0,8,0,55,0,hen
Strathmann House,8/18/14,August,1,8,0,8,0,55,0,hen
Strathmann House,8/18/14,August,1,8,0,8,0,55,0,hen
Strathmann House,8/18/14,August,1,8,0,8,0,55,0,hen
Strathmann House,8/18/14,August,1,8,0,8,0,55,0,hen
Strathmann House,8/18/14,August,2,3,3,6,50,56,0,hen
Strathmann House,8/18/14,August,2,3,3,6,50,56,0,hen
Strathmann House,8/18/14,August,2,3,3,6,50,56,0,hen
Bell Island,7/3/14,July,1,12,1,13,7.692307692,8,1,hen
FHL Dock,6/20/14,June,1,9,1,10,10,15,1,hen
FHL Dock,8/20/14,August,1,42,1,43,2.325581395,18,1,hen
Reuben Tarte,8/21/14,August,2,13,1,14,7.142857143,28,1,hen
Strathmann House,7/5/14,July,1,6,1,7,14.28571429,51,1,hen
Strathmann House,8/18/14,August,2,3,3,6,50,56,1,hen
Strathmann House,8/18/14,August,2,3,3,6,50,56,1,hen
Strathmann House,8/18/14,August,2,3,3,6,50,56,1,hen
